華孚,	6235
Year,最高價,日期,最低價,日期,收盤平均價
2004,62.00,8/23,35.70,11/30,48.94
2005,57.70,8/08,27.25,10/31,39.99
2006,42.30,1/06,22.45,8/08,30.56
2007,39.70,7/02,17.90,9/21,29.18
2008,23.80,1/02,3.90,11/24,13.67
2009,15.10,5/26,4.38,1/21,10.46
2010,12.55,1/19,5.95,11/09,7.87
2011,15.70,11/03,5.40,8/01,8.45
2012,16.30,3/28,9.30,10/29,12.05
2013,12.65,5/24,7.22,11/25,9.75
2014,9.10,1/09,4.70,11/18,7.06
2015,11.90,6/02,5.74,2/04,7.97
2016,22.00,10/06,8.23,1/12,14.31
2017,24.30,3/23,15.35,8/14,19.39
