世坤,	4305
Year,最高價,日期,最低價,日期,收盤平均價
2000,18.40,09/30,15.60,12/04,17.15
2001,16.30,01/09,9.00,08/14,11.41
2002,23.40,07/29,14.45,01/11,18.41
2003,18.40,01/22,13.35,09/09,15.26
2004,16.20,03/05,11.95,12/03,14.14
2005,13.75,06/09,11.10,11/28,12.37
2006,14.50,12/28,10.70,02/21,12.59
2007,18.40,04/23,12.80,11/28,15.25
2008,13.90,01/11,8.02,12/31,11.71
2009,37.90,10/29,7.71,01/21,24.70
2010,37.05,10/13,17.50,02/08,27.53
2011,26.30,04/08,16.55,11/24,21.59
2012,34.55,03/30,15.85,01/13,24.57
2013,29.10,09/14,24.00,01/29,26.33
2014,32.45,04/14,26.55,10/16,29.15
2015,29.45,01/23,23.10,08/24,26.59
2016,31.70,06/08,25.60,01/07,29.29
2017,34.80,03/23,28.30,02/09,31.57
