皇昌,	2543
Year,最高價,日期,最低價,日期,收盤平均價
2000,19.30,2/21,4.16,12/29,11.15
2001,7.45,2/21,2.66,10/08,4.57
2002,11.10,4/25,4.47,1/31,7.09
2003,14.65,12/29,4.83,5/05,8.15
2004,18.00,4/20,9.30,11/29,13.32
2005,12.80,6/08,6.54,11/03,9.94
2006,15.30,12/26,7.00,2/27,9.41
2007,17.25,7/20,7.30,12/21,12.04
2008,13.60,4/21,3.31,10/28,7.52
2009,8.05,5/26,3.90,3/04,6.10
2010,9.06,1/21,5.69,11/15,6.54
2011,8.34,5/18,5.20,12/20,6.76
2012,7.20,12/05,5.13,10/26,5.79
2013,9.00,5/31,6.16,1/02,8.04
2014,12.05,11/05,7.60,3/26,9.25
2015,12.00,2/25,7.65,8/25,9.58
2016,11.00,6/29,7.50,1/14,9.31
2017,9.44,4/12,8.00,11/07,8.79
2018,8.78,8/30,7.10,10/12,8.06
