滿心,	2916
Year,最高價,日期,最低價,日期,收盤平均價
2005,30.50,07/13,22.45,03/10,26.94
2006,31.00,01/10,23.70,07/17,26.79
2007,36.15,04/12,20.75,12/27,27.37
2008,22.40,05/05,8.72,11/25,16.91
2009,14.20,12/30,8.77,01/21,11.95
2010,25.30,07/16,13.45,01/15,21.47
2011,32.95,07/28,17.55,12/19,27.37
2012,24.85,03/01,16.70,12/18,19.95
2013,19.30,01/09,14.80,08/23,16.98
2014,19.10,06/24,17.00,03/17,17.90
2015,22.20,05/29,14.50,08/25,19.76
2016,19.20,03/22,15.10,11/17,17.40
2017,17.00,06/28,15.00,08/28,16.12
