新揚科,	3144
Year,最高價,日期,最低價,日期,收盤平均價
2004,26.00,12/24,20.70,12/30,22.90
2005,29.70,03/09,18.30,05/17,22.35
2006,29.55,04/19,19.05,09/01,23.32
2007,24.60,06/25,13.00,11/13,20.18
2008,16.40,01/10,3.25,07/24,11.30
2009,16.50,12/31,1.42,03/12,7.16
2010,19.20,04/16,10.00,08/27,15.63
2011,17.90,02/17,11.90,11/25,14.81
2012,27.00,12/10,11.70,08/01,17.66
2013,29.70,04/24,21.30,01/17,26.70
2014,34.80,08/26,23.80,04/28,29.41
2015,28.15,01/13,12.60,08/25,21.60
2016,21.80,11/01,13.40,08/29,17.65
2017,32.10,09/04,16.45,01/03,25.27
