台紙,	1902
Year,最高價,日期,最低價,日期,收盤平均價
2000,18.40,2/21,3.78,12/30,10.36
2001,5.85,2/20,1.63,11/30,3.26
2002,6.60,6/17,2.30,1/04,4.41
2003,11.50,12/26,3.84,5/05,5.66
2004,14.70,2/20,8.85,8/18,10.64
2005,11.70,1/03,5.80,10/28,7.94
2006,12.20,12/19,5.00,3/22,7.37
2007,13.90,7/19,8.70,3/05,10.51
2008,21.00,5/23,5.56,10/29,11.71
2009,12.05,6/02,6.50,3/03,9.45
2010,20.20,10/28,8.90,2/06,13.72
2011,19.65,1/05,8.00,12/20,13.83
2012,12.55,3/02,8.31,11/05,9.68
2013,13.90,8/06,8.83,4/09,10.96
2014,15.20,6/25,10.60,12/01,12.37
2015,11.70,4/08,9.02,8/25,10.89
2016,12.15,3/04,10.00,9/20,10.66
2017,22.70,9/01,11.20,1/13,16.68
