協益,	5356
Year,最高價,日期,最低價,日期,收盤平均價
2000,50.00,06/26,17.40,12/27,34.61
2001,27.60,04/26,11.30,10/15,18.79
2002,55.00,04/19,18.00,01/18,36.38
2003,30.50,04/18,19.50,08/11,23.83
2004,24.60,01/07,8.85,11/30,16.47
2005,11.20,03/11,7.22,11/08,8.83
2006,12.75,12/29,6.62,09/06,7.81
2007,18.30,06/12,8.65,12/18,12.75
2008,11.10,05/26,3.92,11/20,7.59
2009,13.20,12/31,4.41,01/16,9.67
2010,63.00,12/27,9.09,02/23,34.80
2011,67.60,04/08,28.50,12/09,53.61
2012,48.80,03/26,30.60,10/29,40.04
2013,59.60,08/14,34.80,01/21,50.95
2014,68.90,07/14,53.40,04/28,62.31
2015,74.00,03/16,32.05,08/25,59.39
2016,46.00,03/25,34.00,01/21,40.64
2017,57.50,08/30,39.80,12/07,48.83
