中櫃,	2613
Year,最高價,日期,最低價,日期,收盤平均價
2000,19.60,2/15,3.81,11/10,9.93
2001,8.45,2/06,3.47,11/06,5.25
2002,7.25,4/25,2.70,10/14,4.53
2003,8.20,11/06,3.75,5/15,5.42
2004,17.60,3/15,6.80,8/18,10.70
2005,15.40,1/17,6.50,10/21,10.95
2006,15.40,5/10,7.20,3/30,10.76
2007,19.00,7/17,12.00,3/06,14.11
2008,33.90,4/21,8.65,10/28,18.96
2009,22.60,5/19,14.10,1/21,18.22
2010,24.10,12/31,15.35,5/07,18.63
2011,29.90,1/07,12.40,12/19,19.51
2012,22.60,9/25,12.45,7/25,16.26
2013,22.65,12/26,16.50,7/08,19.15
2014,22.95,1/03,17.20,10/17,19.57
2015,20.80,1/05,11.25,8/25,15.91
2016,15.45,11/21,11.95,1/18,13.33
2017,14.90,2/15,12.75,8/11,13.35
2018,13.75,4/12,11.45,11/23,12.56
