偉訓,	3032
Year,最高價,日期,最低價,日期,收盤平均價
2002,40.90,9/17,24.30,12/20,30.50
2003,27.50,1/14,13.90,11/06,19.89
2004,24.40,4/19,9.70,11/08,15.62
2005,28.20,2/03,13.20,10/27,18.29
2006,23.30,5/24,14.30,9/15,17.78
2007,25.40,7/26,16.05,12/18,19.76
2008,21.00,4/24,6.62,11/21,14.15
2009,16.35,12/31,6.30,1/21,10.20
2010,18.05,4/01,12.95,2/06,15.12
2011,14.60,1/17,7.00,12/20,11.43
2012,9.85,3/20,7.18,6/04,8.15
2013,14.95,7/02,8.19,2/26,11.34
2014,31.80,6/27,12.95,1/02,22.68
2015,25.25,3/11,12.60,8/25,20.67
2016,53.20,10/06,20.70,1/14,36.62
2017,49.45,6/08,37.85,12/26,42.04
2018,38.90,1/03,19.90,10/29,31.41
