國眾,	5410
Year,最高價,日期,最低價,日期,收盤平均價
2000,43.30,02/11,5.10,12/30,23.48
2001,13.30,04/06,3.40,10/08,7.79
2002,11.60,04/08,4.65,10/07,7.08
2003,6.35,01/15,3.61,05/21,4.80
2004,9.35,04/14,1.93,09/30,4.44
2005,3.55,03/14,2.16,05/25,2.66
2006,10.70,12/29,2.15,06/08,3.27
2007,23.60,07/19,9.61,03/01,15.15
2008,15.45,05/08,3.50,09/17,8.77
2009,35.85,12/31,3.72,01/09,12.70
2010,53.00,01/21,15.60,11/10,31.75
2011,22.20,01/13,9.40,11/24,15.68
2012,14.90,02/13,9.70,11/15,12.12
2013,16.90,04/24,11.05,11/25,14.10
2014,14.95,03/18,11.80,12/01,13.46
2015,13.80,03/20,9.18,08/24,12.34
2016,14.85,09/13,10.50,01/07,13.17
2017,14.80,06/09,12.95,01/11,13.69
