遠東銀,	2845
Year,最高價,日期,最低價,日期,收盤平均價
2000,13.90,2/11,3.44,11/21,7.63
2001,8.20,1/29,3.90,7/19,5.67
2002,10.10,12/25,4.80,9/30,6.31
2003,17.70,11/04,9.50,1/02,14.01
2004,21.50,11/09,14.90,3/26,17.95
2005,20.40,1/03,15.35,12/08,17.48
2006,16.85,10/16,9.82,9/15,13.75
2007,20.00,1/26,9.62,12/18,15.06
2008,13.80,4/17,3.92,11/21,8.89
2009,12.70,11/17,4.31,3/03,8.21
2010,15.30,8/10,8.65,2/06,11.88
2011,15.85,8/16,10.30,12/19,13.18
2012,12.90,2/10,10.30,6/04,11.49
2013,13.00,7/11,11.50,9/03,12.11
2014,12.50,1/02,9.93,10/16,10.81
2015,11.50,4/29,9.50,12/14,10.49
2016,9.86,3/17,8.80,11/09,9.25
2017,10.05,8/09,9.08,1/10,9.51
2018,11.30,9/03,9.26,2/09,10.07
2019,12.80,7/26,9.93,1/04,11.71
