友勁,	6142
Year,最高價,日期,最低價,日期,收盤平均價
2003,34.50,12/31,23.30,10/01,26.88
2004,36.00,2/02,21.00,10/28,26.99
2005,53.30,7/20,21.80,1/28,38.27
2006,45.90,1/06,20.00,10/11,28.94
2007,48.40,7/10,23.85,12/19,34.63
2008,28.00,1/02,7.55,11/21,17.55
2009,19.20,10/15,9.15,2/24,14.50
2010,19.65,1/14,14.35,11/17,16.66
2011,15.20,1/21,7.60,12/19,11.07
2012,11.00,3/12,6.39,10/26,7.93
2013,10.90,5/22,6.90,2/18,8.97
2014,10.50,3/07,6.00,12/01,8.43
2015,7.53,1/30,3.16,8/25,5.48
2016,7.30,8/10,4.91,1/14,5.82
2017,10.40,3/31,6.08,1/03,8.05
