國賓,	2704
Year,最高價,日期,最低價,日期,收盤平均價
2000,18.50,2/21,6.20,9/19,10.81
2001,10.45,2/09,7.00,11/19,8.26
2002,10.10,12/11,7.15,10/14,8.26
2003,13.40,1/27,6.80,5/02,9.61
2004,24.20,4/06,11.90,1/05,17.81
2005,33.80,12/27,18.30,1/25,25.29
2006,37.60,6/29,24.00,2/22,31.47
2007,40.80,2/09,24.60,12/21,33.72
2008,62.40,5/23,17.05,10/28,40.78
2009,45.40,4/10,26.05,2/04,35.28
2010,54.50,10/05,31.05,5/21,41.13
2011,50.20,1/03,26.55,12/20,40.15
2012,41.20,2/24,26.90,7/18,32.54
2013,32.50,1/07,27.40,11/06,29.28
2014,30.20,1/13,25.30,10/17,28.12
2015,28.60,4/30,24.20,8/24,27.36
2016,27.70,5/30,23.05,12/23,25.57
2017,24.10,10/17,22.30,11/30,23.37
2018,28.00,12/05,21.70,10/12,22.92
2019,32.85,12/13,20.80,8/12,23.18
