晶采,	8049
Year,最高價,日期,最低價,日期,收盤平均價
2004,35.90,04/01,11.85,12/02,20.54
2005,15.80,03/09,6.19,11/10,10.87
2006,15.35,07/12,7.31,06/08,9.88
2007,40.05,08/10,11.30,12/21,19.98
2008,17.40,04/15,2.40,11/26,9.30
2009,20.15,12/31,3.03,01/21,13.01
2010,27.60,04/19,13.00,02/08,21.35
2011,17.80,03/30,4.31,12/09,12.69
2012,8.50,02/16,4.40,10/31,6.06
2013,10.20,05/28,5.01,01/25,7.95
2014,10.75,07/09,6.61,10/16,9.45
2015,12.15,12/03,6.72,08/25,9.35
2016,16.70,07/22,9.22,01/18,13.97
2017,21.10,08/22,12.85,01/03,17.29
