亞都,	5703
Year,最高價,日期,最低價,日期,收盤平均價
2000,24.60,03/24,16.30,10/02,20.62
2001,19.70,04/24,15.10,07/16,16.92
2002,17.20,12/09,13.65,08/30,15.73
2003,18.00,01/15,13.30,06/13,15.18
2004,21.60,12/31,13.90,12/09,16.48
2005,23.10,01/03,15.60,02/18,18.77
2006,33.65,05/03,17.20,01/19,24.30
2007,37.35,02/14,24.40,01/29,27.98
2008,43.90,03/12,12.60,10/27,27.80
2009,41.15,04/24,12.80,02/11,28.84
2010,34.90,06/24,23.20,02/06,30.06
2011,35.30,05/06,19.30,12/08,30.70
2012,29.25,09/27,19.25,06/18,25.03
2013,26.20,09/12,20.80,04/08,23.29
2014,28.40,07/07,20.25,04/28,23.27
2015,24.20,10/01,19.65,08/20,21.96
2016,25.25,11/29,20.15,07/04,22.38
2017,27.00,12/22,23.55,03/23,24.45
