南璋,	4712
Year,最高價,日期,最低價,日期,收盤平均價
2000,11.10,02/18,3.50,11/20,6.62
2001,7.50,02/15,3.80,09/21,5.01
2002,17.10,11/28,5.60,01/04,9.25
2003,14.40,01/27,7.25,05/02,10.14
2004,12.35,02/10,7.95,08/18,9.43
2005,9.72,03/15,4.40,12/28,6.72
2006,7.30,12/19,3.80,09/14,4.48
2007,10.20,07/18,5.68,02/14,7.74
2008,9.94,05/14,3.95,12/12,6.49
2009,9.97,12/16,3.93,01/15,6.80
2010,30.50,12/31,9.01,01/13,16.73
2011,68.90,02/15,28.00,11/23,47.45
2012,58.00,03/05,32.90,10/26,45.47
2013,58.40,03/27,23.25,07/04,41.21
2014,36.20,01/06,16.50,11/04,25.81
2015,18.75,01/14,6.60,09/25,11.12
2016,20.00,12/23,6.47,09/26,11.27
2017,19.30,01/03,9.70,12/07,14.64
