全銓,	8913
Year,最高價,日期,最低價,日期,收盤平均價
2000,9.30,02/14,1.53,11/21,3.66
2001,2.60,02/21,1.00,11/16,1.89
2002,2.70,04/25,0.63,10/08,1.35
2003,1.87,01/20,0.48,10/15,1.00
2004,1.40,04/12,0.60,09/14,1.08
2005,1.24,05/20,0.36,07/15,0.73
2006,12.80,05/19,5.08,04/12,8.78
2007,17.25,06/26,7.67,02/13,11.26
2008,16.80,05/19,6.61,12/03,9.19
2009,12.80,11/19,6.20,03/03,10.48
2010,34.45,08/03,10.70,01/12,25.29
2011,23.40,01/07,8.62,12/20,18.97
2012,15.00,09/25,9.62,01/12,12.74
2013,20.05,10/18,13.10,01/02,15.85
2014,22.00,03/11,16.10,08/12,19.09
2015,17.95,01/27,14.25,08/25,16.64
2016,29.80,12/30,14.60,01/30,24.14
2017,148.00,12/21,26.80,08/14,41.96
