士開,	5324
Year,最高價,日期,最低價,日期,收盤平均價
2000,37.60,04/13,7.75,12/08,18.48
2001,13.00,03/30,2.86,10/08,7.17
2002,12.40,04/04,4.76,12/30,7.77
2003,5.95,01/15,3.37,05/21,4.56
2004,8.90,04/14,2.90,11/16,5.05
2005,3.29,03/11,0.63,11/25,1.92
2006,1.24,05/26,0.62,10/30,0.84
2007,4.23,08/16,0.74,01/23,1.98
2008,15.65,11/14,2.46,01/28,5.56
2009,32.00,12/09,7.82,02/12,19.55
2010,55.60,08/25,24.45,07/01,38.22
2011,51.00,02/08,29.90,12/21,36.81
2012,46.90,08/22,30.50,08/28,37.44
2013,82.70,06/04,31.45,01/17,58.88
2014,43.50,03/27,12.00,10/28,26.77
2015,18.00,01/05,8.80,08/25,12.31
2016,14.75,07/15,9.14,01/27,11.05
2017,13.20,02/21,9.51,12/14,11.75
