欣興,	3037
Year,最高價,日期,最低價,日期,收盤平均價
2002,30.70,10/24,18.60,12/20,24.40
2003,32.20,11/14,13.60,4/01,20.88
2004,30.40,3/08,16.60,7/09,22.44
2005,47.00,12/30,20.40,1/20,25.83
2006,59.30,5/04,34.75,6/21,44.04
2007,70.00,10/19,38.80,3/06,51.14
2008,58.20,1/02,11.05,11/21,33.50
2009,46.40,12/31,12.10,1/21,29.01
2010,60.60,12/13,31.80,2/06,48.11
2011,61.40,1/14,31.05,12/09,46.10
2012,41.65,2/06,28.00,11/15,33.78
2013,33.30,5/23,19.75,11/18,26.99
2014,30.30,7/16,20.10,10/17,24.71
2015,24.55,1/23,10.05,8/25,16.89
2016,17.80,3/08,11.30,11/15,13.72
2017,19.90,7/31,12.20,1/24,16.52
2018,25.35,12/12,14.25,10/30,18.20
2019,50.30,11/15,20.60,1/14,36.55
