台硝,	1724
Year,最高價,日期,最低價,日期,收盤平均價
2001,9.10,12/31,3.95,10/30,5.67
2002,15.70,2/04,8.20,1/09,11.23
2003,14.35,1/21,8.70,5/02,10.10
2004,13.95,3/05,7.50,12/01,9.35
2005,12.85,12/30,5.32,6/01,6.93
2006,18.00,10/03,10.25,2/24,14.26
2007,18.60,7/17,12.20,12/18,14.58
2008,21.90,5/22,6.50,11/24,11.92
2009,12.70,12/31,5.91,1/21,9.54
2010,15.80,4/26,10.60,2/06,12.99
2011,36.50,7/28,13.40,1/25,24.09
2012,30.70,3/05,19.00,10/29,24.08
2013,23.60,2/25,14.15,11/15,18.38
2014,19.75,4/10,14.65,10/17,16.41
2015,18.80,4/30,10.45,8/26,15.25
2016,18.20,7/18,13.75,1/18,16.26
2017,19.30,3/23,13.90,12/19,15.59
2018,15.05,2/01,12.65,10/30,13.73
