安碁,	6174
Year,最高價,日期,最低價,日期,收盤平均價
2002,30.50,05/09,15.10,10/11,21.35
2003,21.90,08/05,13.40,05/07,16.99
2004,20.50,03/08,10.20,12/03,14.62
2005,13.80,04/15,5.30,10/21,9.25
2006,8.59,01/05,1.98,08/18,4.17
2007,9.21,12/31,3.21,12/10,4.10
2008,11.40,05/20,3.76,12/26,7.53
2009,10.80,12/24,3.60,02/12,7.26
2010,17.75,11/05,9.30,01/06,13.83
2011,17.00,01/03,6.37,12/19,11.29
2012,10.25,03/20,6.52,07/17,7.83
2013,20.30,10/29,7.45,01/02,15.29
2014,29.10,03/19,14.85,11/28,23.37
2015,23.00,03/23,13.25,08/31,18.34
2016,16.70,08/18,13.05,02/02,15.00
2017,16.50,02/20,12.80,12/29,14.79
