普萊德,	6263
Year,最高價,日期,最低價,日期,收盤平均價
2003,84.50,09/19,73.00,11/11,79.15
2004,97.00,02/06,64.00,07/20,75.27
2005,71.00,03/09,45.00,10/28,57.79
2006,56.80,04/17,33.40,09/14,44.82
2007,82.90,07/06,38.10,12/18,61.56
2008,45.40,05/22,17.10,12/05,32.84
2009,38.60,10/20,16.90,02/02,29.46
2010,38.80,03/18,28.50,05/25,34.29
2011,30.45,01/06,15.80,11/23,23.39
2012,29.10,07/05,17.35,01/03,24.14
2013,40.00,12/24,25.60,01/28,32.51
2014,56.60,04/10,37.90,01/02,47.09
2015,66.10,05/29,35.95,08/24,52.94
2016,52.50,07/07,38.00,01/14,46.88
2017,64.00,11/27,46.15,01/06,55.29
