開發金,	2883
Year,最高價,日期,最低價,日期,收盤平均價
2001,23.80,12/31,22.40,12/28,23.10
2002,26.70,4/19,12.05,10/04,19.62
2003,16.80,12/26,11.20,5/22,13.62
2004,21.20,4/21,14.60,9/02,16.75
2005,15.50,1/04,9.96,11/01,12.45
2006,15.25,12/19,11.05,3/22,12.94
2007,16.50,1/03,11.75,12/21,13.87
2008,15.45,4/17,5.07,10/28,10.66
2009,9.99,12/31,5.41,2/23,7.91
2010,13.00,12/31,7.88,5/27,9.05
2011,13.80,1/13,7.45,12/19,10.65
2012,10.20,2/10,6.33,11/21,7.69
2013,9.23,3/11,7.47,1/09,8.47
2014,10.50,7/29,8.30,3/24,9.39
2015,13.30,5/05,7.72,12/14,10.18
2016,8.65,3/31,6.94,1/21,7.95
2017,10.30,12/25,7.89,2/02,8.78
2018,11.70,5/22,9.46,10/26,10.67
