生泰,	1777
Year,最高價,日期,最低價,日期,收盤平均價
2005,28.35,10/26,20.30,10/19,26.15
2006,34.00,12/18,22.30,09/14,25.56
2007,56.60,07/13,23.80,12/21,35.79
2008,41.20,04/25,23.50,11/19,29.84
2009,56.00,07/20,25.00,01/21,41.33
2010,73.00,10/04,33.20,02/09,58.38
2011,66.00,04/22,37.50,12/19,55.08
2012,54.00,02/20,40.10,01/02,47.63
2013,65.90,06/07,44.40,01/25,57.51
2014,89.00,06/17,54.10,02/05,73.01
2015,94.50,11/24,62.40,08/24,81.49
2016,111.50,07/05,78.10,01/14,95.76
2017,103.00,03/03,70.70,12/27,90.64
