達新,	1315
Year,最高價,日期,最低價,日期,收盤平均價
2000,17.90,2/21,4.93,11/22,10.86
2001,8.25,2/20,5.20,9/24,6.47
2002,14.10,4/25,6.50,10/14,8.77
2003,11.25,7/29,7.80,5/06,9.28
2004,13.35,2/17,7.95,7/27,9.81
2005,11.70,6/06,8.82,9/28,10.12
2006,26.90,12/12,10.75,2/27,16.03
2007,28.00,7/04,19.10,12/19,23.02
2008,32.40,4/16,10.50,10/28,20.75
2009,25.35,10/13,13.15,2/24,19.80
2010,28.30,12/23,20.40,2/08,23.29
2011,38.35,8/04,24.20,3/15,28.21
2012,33.60,3/09,24.80,7/26,29.08
2013,32.30,5/17,27.00,4/16,29.35
2014,30.25,1/20,27.00,11/25,28.74
2015,28.90,1/19,20.90,8/25,25.32
2016,25.85,7/12,21.85,1/19,24.27
2017,27.60,6/28,24.75,7/27,25.66
