醣聯,	4168
Year,最高價,日期,最低價,日期,收盤平均價
2012,169.00,12/19,145.00,12/21,157.26
2013,160.00,02/23,82.00,06/28,129.78
2014,121.00,06/26,54.70,11/19,98.16
2015,72.30,03/20,25.45,08/25,53.90
2016,54.10,01/04,30.10,11/09,42.12
2017,36.00,01/05,22.10,12/18,27.99
