福興,	9924
Year,最高價,日期,最低價,日期,收盤平均價
2000,27.80,2/21,7.75,11/21,17.05
2001,30.60,12/18,10.55,1/12,22.22
2002,30.30,1/18,17.00,10/07,22.95
2003,32.90,11/06,18.50,4/01,24.06
2004,36.80,3/02,28.10,7/20,31.77
2005,38.80,5/19,30.80,5/04,35.60
2006,40.20,7/12,27.40,9/15,33.32
2007,30.60,7/04,19.30,12/18,26.30
2008,21.75,1/02,8.90,10/27,15.19
2009,20.80,12/30,9.60,3/03,15.65
2010,25.40,12/23,18.05,2/08,20.16
2011,25.80,1/07,16.20,9/26,20.18
2012,26.30,12/25,16.35,1/18,20.96
2013,39.30,7/26,25.50,1/03,29.96
2014,33.65,2/17,27.80,7/18,30.68
2015,59.80,9/03,30.15,1/05,42.38
2016,55.30,7/05,38.45,11/04,43.82
2017,44.30,2/13,36.50,8/02,40.29
2018,38.55,1/16,30.55,10/30,35.19
