居易,	6216
Year,最高價,日期,最低價,日期,收盤平均價
2004,69.00,10/06,47.50,11/16,57.36
2005,70.90,3/11,24.20,10/19,45.14
2006,33.70,1/09,16.20,9/15,23.55
2007,53.70,7/27,22.50,12/21,35.17
2008,32.90,5/19,9.70,11/21,21.52
2009,28.10,12/24,11.85,2/02,19.13
2010,29.60,1/14,21.05,11/24,23.73
2011,22.50,1/06,13.80,8/09,18.31
2012,26.35,4/02,15.00,1/13,19.43
2013,25.50,12/25,17.20,1/17,19.77
2014,33.65,4/08,23.60,1/06,28.17
2015,33.60,5/05,23.25,8/24,27.35
2016,32.50,4/07,24.65,1/18,29.03
2017,36.35,2/08,28.15,12/08,31.09
2018,30.50,8/02,26.05,10/30,28.53
