漢平,	2488
Year,最高價,日期,最低價,日期,收盤平均價
2001,44.80,12/12,30.50,9/21,36.81
2002,47.90,1/23,22.10,8/06,32.68
2003,29.40,1/23,22.70,4/28,25.82
2004,35.80,2/27,23.50,7/26,28.74
2005,25.60,1/03,14.40,10/28,19.02
2006,17.20,1/09,11.50,8/28,13.93
2007,33.10,8/13,14.85,1/05,23.21
2008,21.90,4/23,11.10,12/23,16.95
2009,17.90,12/08,10.25,2/11,13.15
2010,17.15,1/04,12.95,2/06,14.98
2011,17.50,4/27,8.90,12/19,13.97
2012,11.45,3/03,8.91,8/24,9.88
2013,34.80,10/04,10.00,1/02,20.77
2014,40.80,3/20,18.20,11/18,27.45
2015,32.75,10/08,20.50,2/05,25.67
2016,66.90,9/10,22.90,1/06,44.07
2017,50.60,4/24,27.70,12/11,38.58
2018,38.45,8/22,24.40,2/09,30.27
