華立,	3010
Year,最高價,日期,最低價,日期,收盤平均價
2002,76.50,8/27,47.60,12/20,59.69
2003,66.00,7/28,41.00,3/07,51.39
2004,58.50,3/05,37.50,7/20,45.68
2005,72.70,8/29,39.70,1/24,52.33
2006,77.70,4/17,54.80,6/22,66.28
2007,78.60,7/09,58.50,12/18,68.85
2008,67.50,4/22,19.70,12/24,47.97
2009,45.50,12/09,19.50,1/21,32.01
2010,61.20,12/09,38.50,2/05,48.39
2011,63.00,1/25,34.75,12/19,49.81
2012,44.80,3/12,35.65,1/02,39.20
2013,48.80,11/01,39.00,1/23,43.24
2014,62.00,5/09,46.50,1/06,55.25
2015,57.60,4/29,38.00,8/24,49.65
2016,50.50,7/21,41.50,1/18,45.55
2017,58.60,11/30,45.60,1/05,50.87
2018,60.30,3/20,47.45,10/30,54.52
2019,58.40,12/16,49.00,1/04,53.64
