順達,	3211
Year,最高價,日期,最低價,日期,收盤平均價
2004,54.00,11/23,32.10,11/08,47.76
2005,73.00,12/26,40.40,01/13,60.57
2006,79.50,05/15,54.30,11/09,64.07
2007,119.00,12/06,59.50,01/02,81.75
2008,150.00,06/05,54.50,12/05,100.91
2009,116.00,09/24,59.00,01/21,85.85
2010,114.00,01/04,86.30,05/25,97.63
2011,154.00,07/27,90.00,03/17,116.12
2012,188.50,03/05,97.40,11/21,147.45
2013,116.50,01/03,70.50,11/25,91.84
2014,92.50,07/01,71.00,10/27,83.39
2015,81.00,03/16,41.00,08/25,65.26
2016,52.60,03/07,35.05,11/18,44.08
2017,54.10,10/16,36.30,01/12,45.44
