萬國通,	9950
Year,最高價,日期,最低價,日期,收盤平均價
2004,16.60,02/23,10.60,08/02,11.96
2005,12.40,07/15,10.20,09/12,11.65
2006,14.40,11/29,11.80,03/14,12.66
2007,15.20,07/17,12.90,03/30,13.90
2008,15.40,04/17,9.94,11/26,13.67
2009,18.45,11/24,10.20,01/06,15.60
2010,21.80,07/08,16.00,02/06,19.11
2011,25.90,08/10,16.60,09/26,20.90
2012,21.20,03/21,17.20,01/04,19.13
2013,40.05,09/09,18.95,02/05,30.09
2014,37.35,04/11,22.05,10/31,27.92
2015,26.05,06/12,16.30,08/26,23.80
2016,21.10,07/21,14.75,12/22,17.85
2017,15.80,01/23,13.05,11/30,14.26
