高興昌,	2008
Year,最高價,日期,最低價,日期,收盤平均價
2000,12.30,2/21,3.31,11/22,7.19
2001,5.70,2/06,2.70,7/26,4.08
2002,12.30,8/27,3.31,1/30,6.78
2003,12.60,11/18,6.10,5/05,9.20
2004,17.90,12/23,8.40,8/18,12.44
2005,16.90,3/01,5.23,12/14,9.88
2006,8.68,5/16,4.41,9/15,6.28
2007,12.20,7/26,5.96,2/12,8.14
2008,14.50,5/20,3.81,10/28,8.46
2009,8.46,6/03,3.94,3/02,6.06
2010,11.50,4/15,6.60,1/04,8.38
2011,7.48,1/12,3.85,12/15,5.44
2012,8.50,9/07,3.83,1/02,5.63
2013,15.05,12/31,6.50,1/10,9.33
2014,17.60,3/26,9.90,10/17,12.41
2015,11.55,1/05,6.12,8/26,9.45
2016,13.15,12/08,7.10,6/24,8.84
2017,12.10,11/30,9.65,8/14,10.56
2018,13.40,1/19,11.00,10/12,12.50
