亞昕,	5213
Year,最高價,日期,最低價,日期,收盤平均價
2003,20.70,06/20,12.80,10/27,15.10
2004,17.00,02/23,3.89,11/30,10.68
2005,4.90,03/10,3.00,05/09,4.03
2006,28.60,12/12,3.75,06/15,10.19
2007,39.95,01/25,15.35,12/21,25.55
2008,28.90,04/18,5.70,12/04,16.52
2009,41.50,07/28,6.01,02/16,30.65
2010,40.40,04/08,28.60,02/08,35.29
2011,45.65,07/08,18.15,11/30,37.01
2012,27.95,03/15,19.50,10/29,23.80
2013,29.50,04/26,22.05,01/07,25.95
2014,24.35,02/10,16.15,10/17,20.55
2015,19.40,05/04,13.80,08/24,16.96
2016,15.75,03/28,12.45,11/11,14.08
2017,17.55,12/29,12.75,01/24,14.90
