今國光,	6209
Year,最高價,日期,最低價,日期,收盤平均價
2004,95.00,11/08,83.50,11/30,88.78
2005,122.50,3/10,66.60,10/19,92.71
2006,95.70,1/10,45.00,12/13,68.25
2007,61.80,1/09,23.00,12/21,45.44
2008,34.10,4/15,8.16,11/21,21.51
2009,25.40,7/24,8.80,1/21,16.83
2010,52.00,12/24,21.35,2/03,31.23
2011,59.90,1/12,27.90,12/19,43.94
2012,49.50,3/16,29.60,11/21,41.13
2013,40.05,3/08,28.15,8/20,32.72
2014,32.40,1/13,19.10,10/28,26.18
2015,26.40,2/12,12.85,8/25,18.39
2016,26.50,10/14,13.00,1/18,17.97
2017,61.20,9/11,20.10,1/13,33.49
