春源,	2010
Year,最高價,日期,最低價,日期,收盤平均價
2000,18.90,2/22,5.80,11/21,11.38
2001,10.45,3/28,5.40,11/14,7.74
2002,17.30,12/11,6.80,1/24,11.14
2003,19.50,7/18,12.95,3/11,16.56
2004,25.70,10/13,16.50,5/17,20.44
2005,22.70,2/22,14.35,10/26,18.27
2006,17.50,4/17,11.60,9/14,14.20
2007,16.65,7/16,11.20,12/25,14.22
2008,18.75,5/20,7.60,10/28,12.46
2009,14.60,12/31,8.60,1/21,10.63
2010,15.70,9/07,11.55,2/06,13.75
2011,16.30,1/05,10.80,11/24,14.14
2012,13.05,3/27,10.75,11/21,11.80
2013,12.25,1/03,10.75,7/09,11.25
2014,13.80,7/03,11.10,10/27,11.93
2015,11.95,1/08,8.00,8/25,10.39
2016,12.50,11/24,8.48,1/08,10.51
2017,13.00,3/17,10.90,12/08,11.73
