合騏,	8937
Year,最高價,日期,最低價,日期,收盤平均價
2002,42.50,10/31,37.40,10/29,39.81
2003,39.40,01/08,29.40,11/12,33.82
2004,44.90,06/04,31.80,01/02,37.38
2005,44.50,03/01,29.50,10/19,36.34
2006,30.20,01/02,17.00,12/13,23.43
2007,28.40,07/26,10.75,11/29,18.38
2008,14.45,01/09,8.20,12/30,11.50
2009,13.50,12/31,7.17,02/12,10.48
2010,27.45,08/25,10.40,02/08,20.53
2011,21.00,01/05,9.50,12/19,15.29
2012,13.30,02/06,8.81,08/08,10.78
2013,21.40,08/20,8.93,01/30,17.09
2014,20.10,03/19,11.80,10/27,16.83
2015,18.80,04/17,10.05,08/25,14.71
2016,13.95,03/11,9.50,10/28,11.45
2017,16.25,12/14,9.96,01/17,13.22
