福華,	8085
Year,最高價,日期,最低價,日期,收盤平均價
2004,32.20,04/05,16.30,08/04,21.78
2005,25.20,04/14,15.60,01/25,20.03
2006,24.50,05/16,17.20,09/14,19.57
2007,49.50,07/11,18.40,01/31,29.50
2008,23.10,01/02,4.65,11/20,13.79
2009,13.60,08/13,5.44,02/02,11.21
2010,14.20,01/05,8.42,11/10,11.13
2011,13.20,01/18,3.20,11/24,9.34
2012,6.13,02/16,3.50,11/09,4.62
2013,6.36,01/22,3.80,08/20,5.13
2014,11.10,12/19,4.13,04/28,6.84
2015,11.90,03/09,3.56,08/05,8.83
2016,5.42,09/30,3.03,05/18,4.26
2017,8.41,03/30,4.35,01/03,6.68
