劍麟,	2228
Year,最高價,日期,最低價,日期,收盤平均價
2013,119.00,12/05,81.80,11/25,108.07
2014,156.00,6/11,92.60,1/15,120.50
2015,198.00,10/27,114.50,2/24,143.42
2016,262.00,8/05,147.00,1/07,198.86
2017,192.00,3/15,111.50,12/08,147.08
2018,118.50,1/02,58.90,10/26,87.29
2019,154.00,8/23,74.30,1/04,103.78
