聰泰,	5474
Year,最高價,日期,最低價,日期,收盤平均價
2001,24.00,04/24,10.60,10/29,16.19
2002,21.50,04/30,9.50,10/08,14.54
2003,18.50,07/30,10.95,02/14,13.76
2004,18.40,04/19,8.50,11/30,12.61
2005,29.60,12/30,7.73,11/09,10.85
2006,92.40,12/12,23.00,07/27,36.01
2007,75.00,01/08,37.50,11/12,54.07
2008,42.50,01/02,16.65,11/24,30.17
2009,30.25,12/31,17.50,09/01,23.77
2010,35.50,01/19,13.05,11/09,25.77
2011,18.70,04/14,7.65,11/25,14.26
2012,17.85,10/16,8.32,01/13,13.59
2013,68.70,06/20,14.40,01/02,43.55
2014,55.80,01/06,27.50,08/08,43.78
2015,117.00,04/24,43.00,08/25,74.77
2016,93.40,08/03,52.10,01/18,76.00
2017,82.70,04/07,44.40,08/14,64.40
