豐興,	2015
Year,最高價,日期,最低價,日期,收盤平均價
2000,18.90,2/22,8.25,11/27,11.75
2001,9.80,2/06,4.80,9/19,7.03
2002,24.20,12/20,6.80,1/03,14.39
2003,30.60,1/16,14.30,5/02,22.36
2004,49.60,10/12,25.00,5/18,33.99
2005,44.50,2/22,21.80,12/16,31.04
2006,40.20,12/28,22.20,1/02,30.86
2007,58.90,10/01,38.20,5/30,44.76
2008,106.00,5/29,20.30,10/29,59.78
2009,61.50,8/17,30.15,3/03,46.80
2010,61.30,1/11,41.05,5/27,50.86
2011,59.80,2/09,45.40,12/19,52.23
2012,52.50,3/23,46.00,7/23,49.44
2013,57.90,5/31,50.00,4/10,52.88
2014,54.60,1/02,36.45,10/17,44.33
2015,42.00,5/07,33.40,8/24,38.46
2016,48.00,4/27,36.35,1/14,41.88
2017,58.00,12/28,44.65,1/04,51.40
2018,66.50,3/01,53.70,7/24,58.50
