台火,	9902
Year,最高價,日期,最低價,日期,收盤平均價
2000,24.60,4/14,3.90,12/28,11.59
2001,7.50,2/21,2.00,11/09,4.12
2002,7.25,4/25,2.28,10/04,4.37
2003,5.80,10/24,2.80,5/26,4.11
2004,12.85,2/11,4.33,8/19,6.77
2005,7.85,1/07,3.70,10/27,5.21
2006,8.45,5/10,4.30,3/20,6.03
2007,22.55,7/19,5.95,3/14,9.85
2008,18.80,3/06,4.77,10/28,10.16
2009,14.80,9/17,4.92,2/02,10.19
2010,14.80,12/31,9.72,2/06,12.40
2011,17.80,1/07,8.57,12/20,12.47
2012,12.50,3/06,8.50,7/18,9.79
2013,21.90,6/04,9.60,1/07,15.33
2014,18.50,1/13,14.20,10/17,16.04
2015,20.30,3/20,7.86,8/25,13.63
2016,10.80,4/07,8.52,11/09,9.52
2017,13.00,2/07,9.05,5/10,10.17
2018,11.05,1/10,8.54,11/06,9.62
2019,10.95,10/23,8.98,8/15,9.68
