宏碁,	2353
Year,最高價,日期,最低價,日期,收盤平均價
2000,241.00,3/30,44.00,12/30,139.50
2001,84.50,2/16,21.50,10/09,47.78
2002,66.00,3/25,25.00,10/08,40.48
2003,57.00,8/04,29.50,3/07,42.28
2004,55.50,3/08,41.60,5/18,49.00
2005,85.50,12/19,48.80,3/17,61.44
2006,85.00,1/04,41.20,8/07,60.17
2007,78.60,10/30,55.10,8/29,64.08
2008,70.30,5/20,37.00,11/21,55.51
2009,96.60,12/30,38.90,1/15,65.58
2010,105.50,1/15,71.40,5/25,86.47
2011,91.00,1/03,27.30,8/26,49.01
2012,46.15,2/16,22.30,10/29,31.58
2013,28.20,3/12,14.80,11/19,21.89
2014,25.70,8/19,17.30,2/05,20.65
2015,22.15,3/09,9.31,8/24,16.00
2016,16.20,6/16,10.10,1/18,13.28
2017,24.90,12/28,13.00,1/03,15.95
2018,33.75,1/23,18.65,12/10,23.85
2019,22.25,4/19,16.40,8/15,18.82
