嘉泥,	1103
Year,最高價,日期,最低價,日期,收盤平均價
2000,14.95,2/22,5.95,11/21,8.93
2001,8.50,2/21,5.70,10/09,6.82
2002,16.80,12/11,7.00,1/29,10.62
2003,22.90,11/06,11.10,5/02,16.39
2004,23.70,3/03,12.85,5/17,16.85
2005,15.90,1/03,10.65,4/21,13.38
2006,23.00,12/01,12.30,3/01,16.76
2007,35.00,10/01,18.00,12/21,23.59
2008,33.55,4/17,8.07,10/28,20.51
2009,20.50,10/14,10.80,3/03,15.68
2010,18.90,1/05,12.45,5/25,15.38
2011,20.30,7/22,11.15,12/20,16.34
2012,15.70,10/05,11.60,1/09,13.52
2013,16.50,12/05,12.80,4/16,14.20
2014,17.10,4/17,13.65,12/17,15.20
2015,14.75,4/16,7.97,8/25,11.94
2016,9.78,3/11,8.15,6/24,8.94
2017,13.55,12/29,8.60,1/09,11.21
