山隆,	2616
Year,最高價,日期,最低價,日期,收盤平均價
2000,23.50,2/15,11.60,11/21,15.73
2001,15.10,2/21,6.00,7/11,10.65
2002,15.40,7/26,9.25,10/14,11.32
2003,18.20,2/27,12.00,1/02,14.54
2004,21.80,3/11,14.80,12/09,17.05
2005,16.30,3/01,13.00,9/20,14.67
2006,17.85,12/21,11.55,8/24,13.24
2007,21.50,7/26,14.65,1/11,16.42
2008,24.60,5/22,9.40,10/28,14.87
2009,16.40,11/12,11.05,3/03,13.53
2010,19.35,12/29,13.85,2/06,16.53
2011,20.90,8/01,15.65,8/09,18.36
2012,23.40,11/16,17.60,1/13,19.92
2013,25.70,3/08,22.40,1/02,24.26
2014,26.65,1/10,22.70,10/27,25.09
2015,25.20,1/06,20.10,8/25,23.43
2016,29.10,12/14,22.20,1/22,24.97
2017,35.80,7/19,27.40,1/03,32.17
