易通展,	6241
Year,最高價,日期,最低價,日期,收盤平均價
2003,37.20,04/08,9.90,09/10,18.77
2004,13.80,04/19,3.25,12/20,8.81
2005,5.30,03/07,1.38,12/27,2.92
2006,6.59,06/13,0.71,02/15,3.52
2007,9.63,06/14,3.90,03/22,6.99
2008,29.65,02/12,5.93,01/03,17.24
2009,24.50,12/23,8.20,02/02,16.63
2010,25.50,01/28,16.20,11/04,21.00
2011,21.70,12/09,11.75,10/21,15.97
2012,53.60,05/22,19.35,01/18,43.30
2013,48.40,02/25,18.15,07/23,24.79
2014,36.70,11/10,20.05,07/08,28.03
2015,29.30,04/23,11.35,07/27,22.40
2016,31.50,08/05,11.40,05/18,19.21
2017,18.45,02/14,12.05,12/06,15.83
