聚陽,	1477
Year,最高價,日期,最低價,日期,收盤平均價
2003,91.00,8/12,47.50,1/21,64.87
2004,70.00,2/11,41.90,8/20,54.59
2005,46.80,2/15,38.75,11/09,42.27
2006,70.90,12/29,41.60,1/23,49.74
2007,104.00,7/25,65.60,1/12,81.91
2008,74.80,1/02,20.90,10/28,47.27
2009,62.90,9/22,22.95,1/21,47.03
2010,82.20,7/07,57.00,2/06,70.31
2011,79.20,6/01,63.30,10/05,69.97
2012,91.80,11/02,69.00,1/02,84.31
2013,189.00,7/10,90.50,1/02,140.56
2014,178.00,12/24,138.00,5/14,156.83
2015,300.00,8/27,165.00,1/16,237.30
2016,235.00,1/29,103.50,11/14,161.28
2017,151.50,7/04,109.00,2/02,130.59
2018,184.50,11/27,122.50,2/06,146.01
