嘉里大榮,	2608
Year,最高價,日期,最低價,日期,收盤平均價
2000,28.70,2/21,7.40,11/02,15.18
2001,12.60,2/20,4.60,9/19,7.26
2002,12.45,3/26,5.00,9/30,7.70
2003,9.80,10/15,4.50,5/02,6.88
2004,15.40,2/17,7.15,5/18,9.82
2005,11.55,1/04,5.75,10/20,8.50
2006,22.50,12/29,6.42,3/14,11.87
2007,30.70,1/10,11.00,11/13,19.09
2008,22.40,4/18,10.45,10/28,16.55
2009,24.00,10/12,10.80,1/21,17.71
2010,38.40,8/24,20.10,1/27,25.70
2011,37.30,5/10,26.50,3/15,31.29
2012,49.45,12/28,30.80,1/02,37.39
2013,49.70,1/03,33.50,6/17,41.83
2014,46.55,1/07,35.60,4/28,39.77
2015,41.20,4/10,32.15,8/25,37.87
2016,46.10,11/18,36.00,1/21,41.33
2017,45.05,1/13,35.55,8/16,39.20
2018,40.90,7/23,34.85,12/06,38.61
2019,39.80,11/04,33.80,5/28,37.13
