金寶,	2312
Year,最高價,日期,最低價,日期,收盤平均價
2000,83.00,2/09,15.60,12/30,43.96
2001,30.90,2/13,12.00,7/26,19.62
2002,34.70,4/02,16.00,7/02,22.91
2003,23.10,8/19,14.60,5/09,18.46
2004,21.60,3/08,12.80,11/30,16.33
2005,16.80,8/23,11.10,10/20,13.71
2006,15.20,1/09,10.60,9/14,12.30
2007,15.70,7/16,9.91,12/18,12.51
2008,12.15,4/22,5.00,11/21,8.80
2009,9.78,12/24,5.50,1/21,7.97
2010,12.60,9/21,8.30,5/25,9.76
2011,11.55,1/24,5.67,12/19,8.56
2012,8.89,2/23,5.71,10/30,6.76
2013,14.60,11/04,6.39,1/17,9.08
2014,15.95,9/10,10.60,3/24,13.07
2015,15.80,1/16,8.40,12/10,11.85
2016,12.85,8/10,8.50,1/14,11.31
2017,13.10,2/03,10.10,9/28,11.14
2018,11.25,1/09,9.01,10/30,10.11
