廣積,	8050
Year,最高價,日期,最低價,日期,收盤平均價
2003,73.00,12/26,59.00,10/31,62.35
2004,89.00,04/14,47.10,11/01,65.75
2005,78.90,03/14,46.60,10/19,59.88
2006,75.40,01/05,50.50,09/28,60.92
2007,178.50,07/10,62.20,03/05,107.93
2008,120.00,04/23,30.35,11/18,73.21
2009,66.70,09/22,33.20,01/21,52.42
2010,64.70,01/19,44.10,05/25,53.74
2011,54.70,05/11,31.10,11/24,46.78
2012,47.20,03/09,33.20,10/29,40.60
2013,44.90,12/30,35.40,01/17,40.71
2014,74.00,06/09,43.85,01/02,62.04
2015,79.20,06/03,39.60,08/25,60.78
2016,75.50,09/22,46.05,01/18,63.60
2017,65.70,03/02,49.10,12/28,58.71
