關中,	8941
Year,最高價,日期,最低價,日期,收盤平均價
2003,228.00,07/07,144.50,12/01,183.72
2004,182.00,04/08,103.00,08/19,141.51
2005,114.00,03/04,35.50,10/31,72.21
2006,46.00,01/13,19.80,08/07,31.14
2007,43.20,07/02,18.80,12/21,31.52
2008,24.70,05/07,6.43,11/24,16.17
2009,15.10,10/21,6.47,01/15,11.87
2010,17.15,01/12,10.20,05/26,13.58
2011,15.10,12/30,6.61,12/09,10.86
2012,25.40,02/21,3.33,12/27,15.74
2013,28.85,10/18,2.46,09/02,4.29
2014,92.50,09/05,17.80,02/14,65.67
2015,105.00,10/01,58.10,01/15,86.27
2016,91.30,02/22,65.40,09/20,76.18
2017,75.70,08/09,57.30,03/31,68.48
