佰鴻,	3031
Year,最高價,日期,最低價,日期,收盤平均價
2002,52.00,8/27,35.00,10/14,44.67
2003,63.50,12/31,28.90,3/11,40.83
2004,76.00,1/30,30.00,7/22,49.41
2005,47.25,12/23,24.20,1/25,32.95
2006,57.40,5/10,31.00,9/15,39.45
2007,92.00,10/01,35.15,1/12,59.81
2008,84.20,1/02,13.50,11/21,45.98
2009,50.30,12/28,19.85,1/21,35.66
2010,50.40,1/05,31.10,11/17,38.63
2011,39.50,1/07,14.90,8/22,26.00
2012,29.50,3/09,11.65,11/01,19.18
2013,19.50,12/31,11.65,11/14,14.26
2014,20.25,1/06,10.90,10/27,15.58
2015,16.35,1/26,7.25,8/25,12.19
2016,13.65,12/08,6.95,5/13,9.67
2017,20.45,4/14,11.70,1/17,16.08
2018,19.45,1/15,8.60,10/12,14.17
