佰研,	3205
Year,最高價,日期,最低價,日期,收盤平均價
2005,14.50,09/14,9.50,11/07,11.18
2006,14.40,12/08,2.86,07/31,8.28
2007,41.75,07/18,8.77,12/26,15.93
2008,13.95,04/25,4.15,11/21,7.88
2009,43.00,12/10,3.69,02/27,15.95
2010,41.30,03/23,23.70,02/06,31.69
2011,25.75,01/04,13.00,12/30,20.29
2012,24.70,12/27,12.70,01/03,19.88
2013,35.00,02/27,17.85,01/17,27.97
2014,36.90,07/30,23.70,04/28,30.26
2015,350.00,11/20,28.40,01/08,146.63
2016,348.00,02/16,94.10,11/18,186.17
2017,150.00,03/07,58.50,12/11,107.07
