宏普,	2536
Year,最高價,日期,最低價,日期,收盤平均價
2000,15.50,2/21,3.46,11/18,9.10
2001,7.25,2/21,2.25,10/19,3.81
2002,9.00,6/21,2.75,1/02,4.73
2003,21.40,11/11,4.20,1/02,10.86
2004,32.50,3/15,16.20,8/18,23.36
2005,27.40,1/03,15.30,10/26,22.32
2006,43.90,12/06,20.60,1/03,31.23
2007,48.00,7/18,21.20,12/21,33.95
2008,66.70,4/14,13.40,10/28,37.14
2009,55.10,10/08,18.50,3/03,38.98
2010,54.90,1/05,35.60,7/14,43.02
2011,49.80,2/08,18.25,12/20,33.35
2012,31.80,4/02,19.70,1/02,26.74
2013,34.20,4/26,28.75,7/04,30.66
2014,30.45,1/02,22.60,10/27,25.89
2015,27.90,4/24,17.55,8/25,23.57
2016,29.20,8/15,20.10,1/15,25.46
2017,26.50,2/06,19.80,10/20,23.02
