幸福,	1108
Year,最高價,日期,最低價,日期,收盤平均價
2000,14.40,2/18,3.65,12/22,8.05
2001,6.15,2/08,2.24,11/29,3.60
2002,8.15,3/15,2.90,1/24,5.16
2003,8.90,12/31,3.83,5/02,5.46
2004,13.65,4/20,7.20,8/18,9.88
2005,9.80,1/03,6.55,10/20,7.72
2006,10.70,12/21,6.70,3/22,8.14
2007,17.85,7/18,7.35,12/21,11.79
2008,14.80,5/20,4.65,10/28,8.98
2009,9.98,8/18,5.07,2/24,7.52
2010,9.35,1/19,6.81,5/27,7.72
2011,9.20,5/12,5.05,11/24,6.89
2012,6.79,12/28,5.16,1/18,6.12
2013,8.50,11/29,6.60,1/25,7.56
2014,11.05,9/05,7.88,2/05,9.32
2015,11.80,3/20,9.10,8/24,10.44
2016,10.45,7/19,8.96,11/09,9.65
2017,10.45,2/10,8.29,12/22,9.19
