訊達,	6140
Year,最高價,日期,最低價,日期,收盤平均價
2002,29.70,02/20,10.00,12/31,16.37
2003,12.40,08/04,8.50,05/12,10.23
2004,15.10,03/18,6.50,12/13,10.33
2005,7.90,03/23,5.16,05/30,6.73
2006,13.80,12/08,5.01,08/28,7.31
2007,18.00,07/10,11.20,12/17,14.02
2008,13.15,04/28,5.47,10/13,9.62
2009,16.20,12/24,5.57,02/06,10.45
2010,24.90,04/16,12.90,02/05,18.72
2011,16.15,01/11,9.50,12/19,13.56
2012,14.35,02/24,9.61,11/21,12.38
2013,15.30,04/15,10.05,01/03,12.95
2014,16.95,10/07,11.05,12/01,14.44
2015,15.05,05/04,9.54,06/05,12.67
2016,14.15,04/07,9.87,02/17,11.66
2017,15.00,10/12,10.10,08/16,12.86
