亞弘電,	6201
Year,最高價,日期,最低價,日期,收盤平均價
2004,31.00,10/05,25.70,12/29,28.22
2005,30.50,12/26,21.00,4/29,24.69
2006,32.95,5/05,26.30,8/22,28.80
2007,49.30,7/24,28.60,3/07,37.58
2008,36.00,1/02,17.10,10/28,25.89
2009,31.50,8/26,17.30,1/21,24.70
2010,34.70,4/02,25.00,2/06,29.05
2011,29.40,8/02,24.00,9/14,26.96
2012,29.35,3/27,25.05,1/17,27.36
2013,30.60,2/19,22.60,12/09,27.21
2014,27.35,6/23,23.45,3/06,24.46
2015,27.30,3/04,22.50,8/25,25.43
2016,37.60,8/24,24.60,1/18,29.11
2017,36.20,3/24,28.80,12/19,31.72
