太設,	2506
Year,最高價,日期,最低價,日期,收盤平均價
2000,16.10,3/06,3.40,12/28,8.50
2001,6.80,2/21,3.00,11/29,4.34
2002,6.05,4/25,0.83,11/11,2.84
2003,5.70,12/30,0.44,5/23,1.22
2004,7.25,2/11,1.10,12/21,3.32
2005,3.28,3/16,1.14,11/01,1.92
2006,9.82,12/05,1.73,1/24,3.75
2007,10.45,7/26,3.32,12/27,6.18
2008,5.89,4/17,1.87,12/19,3.53
2009,5.00,12/09,1.60,3/03,3.35
2010,6.87,3/29,4.10,10/12,5.09
2011,10.00,11/25,4.06,8/11,5.27
2012,10.35,3/15,7.65,11/22,8.74
2013,11.00,10/14,7.95,1/09,9.46
2014,15.10,12/25,8.51,4/28,10.41
2015,18.25,9/21,12.70,2/10,15.42
2016,16.00,3/25,10.70,11/09,12.89
2017,12.85,3/03,10.05,11/09,10.88
2018,13.30,1/29,10.45,1/03,11.57
