寶碩,	5210
Year,最高價,日期,最低價,日期,收盤平均價
2002,21.70,04/26,8.20,12/05,12.13
2003,13.60,07/24,9.30,12/10,10.72
2004,13.60,02/23,8.40,05/18,10.12
2005,9.90,01/03,6.46,11/25,7.85
2006,10.40,12/08,6.67,08/28,8.09
2007,14.80,07/25,8.60,11/12,10.50
2008,14.00,05/23,5.55,11/20,9.07
2009,12.85,12/17,5.30,02/24,9.68
2010,19.95,07/30,9.50,02/08,14.41
2011,13.20,01/04,7.42,12/20,10.91
2012,9.59,03/02,6.16,11/09,8.18
2013,9.80,08/07,6.74,01/17,8.66
2014,10.80,03/19,7.80,12/01,9.63
2015,10.80,05/21,5.40,08/25,8.74
2016,6.99,09/12,5.31,05/09,6.41
2017,7.35,12/29,6.36,01/05,6.89
