超豐,	2441
Year,最高價,日期,最低價,日期,收盤平均價
2000,46.40,10/26,13.50,12/30,23.86
2001,31.70,2/16,9.70,10/08,19.01
2002,50.50,4/17,16.90,1/17,31.52
2003,37.70,11/04,24.00,1/02,30.98
2004,50.00,4/06,25.60,10/20,34.43
2005,44.40,12/26,27.00,1/14,33.20
2006,45.30,12/07,33.10,7/17,38.63
2007,63.00,7/09,34.50,12/18,49.65
2008,43.65,4/21,16.10,12/05,32.61
2009,34.30,7/28,16.70,1/15,27.95
2010,36.75,4/23,27.95,11/10,31.33
2011,30.80,1/20,18.10,12/09,24.36
2012,26.50,2/04,20.70,11/22,23.25
2013,27.60,12/31,22.90,1/28,24.92
2014,44.20,7/07,27.45,1/02,36.72
2015,43.25,5/28,24.05,8/26,35.38
2016,42.00,8/11,31.90,1/21,37.66
2017,56.80,10/26,38.50,1/05,47.38
2018,57.80,4/02,37.50,10/29,50.71
