中航,	2612
Year,最高價,日期,最低價,日期,收盤平均價
2000,16.40,2/22,6.35,11/22,10.52
2001,10.45,3/16,3.90,10/09,6.73
2002,9.00,4/25,5.70,10/14,7.12
2003,13.50,12/30,5.75,4/28,8.54
2004,18.90,3/19,9.95,5/18,13.48
2005,28.60,3/09,15.20,10/11,20.04
2006,41.65,12/05,16.10,2/03,26.48
2007,158.00,10/11,38.00,1/17,76.14
2008,136.00,5/16,38.55,10/30,81.95
2009,105.50,6/02,51.00,1/17,80.98
2010,93.00,1/05,65.20,11/24,74.58
2011,68.40,1/03,39.30,10/05,51.99
2012,49.80,2/14,32.80,9/07,38.57
2013,44.45,9/25,30.40,7/09,36.25
2014,41.00,3/10,30.05,11/27,35.66
2015,36.20,1/07,18.55,12/14,27.73
2016,34.60,11/29,19.35,1/08,23.80
2017,36.45,2/22,26.25,1/10,28.93
