泰金寶-DR,	9105
Year,最高價,日期,最低價,日期,收盤平均價
2003,37.70,12/02,28.50,10/23,32.36
2004,43.50,2/23,29.70,3/23,35.68
2005,53.80,4/11,3.59,6/02,14.05
2006,8.19,1/05,4.65,9/15,5.70
2007,12.95,7/25,5.82,2/01,9.12
2008,8.90,5/19,3.87,9/18,6.42
2009,6.20,4/09,4.42,1/21,5.32
2010,5.95,1/19,4.24,5/07,4.97
2011,5.27,1/04,2.23,12/19,3.80
2012,4.40,2/22,2.37,11/01,3.11
2013,4.01,3/08,2.75,1/17,3.21
2014,3.42,1/08,2.78,10/16,3.02
2015,5.29,3/17,2.60,8/25,3.69
2016,3.50,3/10,2.76,11/09,3.04
2017,3.55,2/07,2.86,1/10,3.01
2018,3.08,1/29,2.39,12/26,2.66
