泰銘,	9927
Year,最高價,日期,最低價,日期,收盤平均價
2000,28.20,2/18,8.10,11/23,16.00
2001,21.40,4/09,8.50,1/02,14.50
2002,32.00,3/13,14.70,10/14,23.94
2003,26.50,1/23,14.90,4/30,20.34
2004,51.00,3/10,24.00,1/12,34.75
2005,35.80,1/04,18.00,10/28,26.83
2006,29.75,5/15,21.15,1/02,25.28
2007,85.00,10/05,26.50,2/06,48.07
2008,67.50,1/10,11.90,11/21,40.33
2009,50.00,10/19,13.20,1/16,32.36
2010,50.90,1/07,33.00,9/02,40.30
2011,43.70,4/11,26.75,12/20,35.84
2012,32.60,9/18,24.75,6/15,28.24
2013,39.65,7/26,30.10,3/20,33.65
2014,42.10,8/01,32.80,10/16,35.44
2015,42.00,5/04,26.40,8/25,33.93
2016,37.90,12/13,26.50,1/12,31.01
2017,40.60,8/07,34.10,1/03,38.02
2018,41.30,3/28,29.45,11/13,36.84
