皇翔,	2545
Year,最高價,日期,最低價,日期,收盤平均價
2000,8.75,9/11,3.37,12/30,5.28
2001,6.20,2/26,2.56,11/16,3.74
2002,12.60,5/09,2.76,3/07,7.09
2003,19.90,12/29,6.00,5/09,10.62
2004,44.60,12/22,17.80,5/11,30.07
2005,42.50,1/05,21.15,10/27,28.94
2006,80.40,12/08,23.80,2/24,50.55
2007,95.00,7/19,39.60,12/21,71.33
2008,109.00,4/17,8.83,11/24,51.58
2009,77.70,8/03,10.20,3/04,47.82
2010,97.40,12/31,43.20,2/08,62.07
2011,97.80,1/04,36.70,12/20,70.33
2012,81.20,9/14,42.65,1/05,63.54
2013,81.50,5/16,53.20,12/18,70.11
2014,53.90,2/11,36.70,8/19,44.72
2015,48.40,1/05,20.50,8/25,35.30
2016,42.50,12/01,19.40,1/26,33.83
2017,48.00,3/23,27.50,9/29,37.24
2018,32.30,1/18,23.35,10/30,27.50
